Comment Number,Comment Text
2691,Bro we need a full time YouTube channel your a YouTube goat 🐐 plz ❤
2692,Es imposible que YouTube tenga más de 20 años saludos desde México 👋
2693,"Im this old, wow man"
2694,Polska zbieramy się
2695,Tremendo 😎😎😎
2696,"Este video es legendario!

This video is legendary!
(I not speek english xd)"
2697,20!🎉
2698,"Yo , I know i ain't getting liked by him"
2699,my name is or
2700,20 years already...
2701,20 лет! Офигеть! Happy Birthday 😂🎉
2702,Hola
2703,You are first video in YouTube ❤
2704,Bad video. Reported.
2705,4/4/2025🎉 me video 📸
2706,You should post again!
2707,Legend has it 20 years later those elephants still have long tusks
2708,happy 20 years !!!
2709,Why you are not uploading any vedio
2710,😢
2711,happy 20 years of youtube!!!! yayyy
2712,Alguien en 2025
2713,Wow 20year ago 17 m like 359m views
2714,"Felices 20 años creador de el ahora ""Youtube"" literal eres el creador del tio chill, troll face, eres la persona posiblemente mas leyenda de este mundo, saludos desde venezuela"
2715,He's a danger
2716,:)
2717,here
2718,You still avive?
2719,20y
2720,Thank for 2500 subscriber ❤❤🎉🎉
2721,Mote videos jawed
2722,20 years old
2723,Happey 20 years on youtube
2724,Other people make tea for me
2725,W JAWED HE COMES BACK AND IS A LEGEND!
2726,England
2727,I accidentally pressed download like 3 yrs ago and to this day it’s still loading the download
2728,Las recomendaciones de Youtube siempre tardiss.
2729,Math matichian husk ass brain drill
2730,Scottish brain drill
2731,Irish brain drill
2732,Irish husk brain tea
2733,What a good youtuber
2734,Socctish brain tea
2735,Scottish brew
2736,Scottish mcdouble
2737,Scottish brew
2738,Bro hace 20 años!!!!
2739,Mexican stew
2740,Wtf
2741,Jamacian brew
2742,Canadian brew
2743,Sothern brew
2744,🎉
2745,Sothern
2746,Brew
2747,Bad brew
2748,Smokers choice
2749,Editors choice
2750,Editors chiice
2751,Difinitive edition
2752,Bulls worth
2753,High school bullys
2754,Nam
2755,Freedon nadd
2756,Freedon nadd
2757,Coney the war lord
2758,Viajero del futuro 3667
2759,Coney
2760,Aftican rebals
2761,African war lords
2762,Rebels
2763,Tu fuiste el que dio a conocer YouTube ❤
2764,Informets
2765,I got a detective
2766,Tac
2767,I'm calling the men in black
2768,I'm calling the cia
2769,Swat
2770,I'm calling the marines
2771,I'm calling the army
2772,I'm calling the dea
2773,I'm calling the police
2774,I'm calling the cops
2775,NICE 1 VIDEO AND 5 MILON SUBSCRIBE WOW
2776,Wowow i shock 🤯 now !?
2777,His phone still alive
2778,20 years! Wow
2779,hi
2780,Creator of YouTube
2781,This video is older than like 70% of current day YouTube watchers
2782,Omg
2783,"Happy 20 ""years ago"" on a YouTube 🎉"
2784,Idk
2785,Here begins one of the best platforms
2786,jawed cant heart this comment
2787,"0:19  20 YEARS OF YOUTUBE

Lетs бо!!!"
2788,NOT OLDER THAN BERRIES AND CREAM BEER RIGHT S AND CREAM!
2789,Yahi woh ladka hai jo youtube ko banaya socho aaj iski wajha se hum youtube dekh pa rahe hai i love the man❤
2790,Happy 20 year anniversary!
2791,Come Back ☠️☠️
2792,Lol
2793,遺書残しとく童貞のまま死にそう😨
2794,So this is the first YouTube video
2795,Seeing 20y ago is a rare thing 😁
2796,Kaash mujhe koi reply karta ❤❤
2797,"just saw this on my fyp. also, happy 20 years of youtube 🎉"
2798,20 years ago...
2799,Anyone from May 2025?
2800,Is this video the oldest video in YouTube？😢
2801,I posted this comment 20 years after the video was posted makes me feel somehow stunned❤
2802,Hi
2803,5/3/25
2804,Wow
2805,20 years is absolutely nuts.
2806,Hola uno de 2025
2807,Hola el más reciente hasta el Momento
2808,Les go first video of ❤youtube boyz and 20 years
2809,What lífe imper viltrume
2810,JAWED still out here liking comments 20 years later???
2811,that is pretty cool. absolute cinema!
2812,Will we ever get me at the zoo 2?
2813,Alguien de 2025
2814,I feel old when I see that this video was made 20 years ago…
2815,First vid
2816,This Video is like A live comment section
2817,Anyone in 2025
2818,20 year youtube 359m view woww
2819,"Happy birthday, YouTube! 👏✨"
2820,20 years old ☠️
2821,24 de abril del 2005
2822,HAIIIII
2823,First video in 1992
2824,Popped up again after 20 years.
2825,"He stills liking comments after 20 years,what a fcking leyend"
2826,20 years ago damn
2827,20 years ago
2828,Thank you for 7 subscribe 🎉🎉❤
2829,I'll be back next year.
2830,First YouTube video
2831,*20 years ago*
2832,These is the first video ove YouTube and in 2025 the bigest youtuber in the Word is mrbeast welcome to the future mi frend😊😊
2833,Never gonna give u up
2834,Now YT recommending this me 😂❤
2835,Hello youtube algorithm.
2836,come
2837,Hello
2838,Hello
2839,2025 anyone ? Its veen a longgg way 😅
2840,"El primer video de youtube, increible"
2841,Alguien de 2027
2842,もう20年も経ったのか…
2843,Please pin
2844,Nice
2845,Wow. The first YouTube video ever made.
2846,20 years….
2847,MILANGAS FC
2848,Congrats 20 year anniversary
2849,1m
2850,Hi
2851,2025🎉😂
2852,1st ever video
2853,Alguien del 2025?😅
2854,"Not all free men are holy, but all holy men are free."
2855,Bro abhi app kaha ho
2856,2025😂😂😂
2857,"""Cinematic masterpiece"""
2858,TWENTY YEARS!
2859,20 views in 359 million years? fell off
2860,Underrated first vid ever Jawed
2861,Fresh ahh comments
2862,20 anos YouTube 🎉🥳
2863,Congratulations ME AT THE ZOO for being part of my childhood believe it Was first video I Saw on Youtube!!!Congratulations🥳 20 Years of History and Sucess🎉
2864,Hi
2865,TUNG TUNG TUNG SAHUR🗣✨️
2866,Wow
2867,"all right, so here we are, in front of the elephants."
2868,"Wow crazy 
Knowing this is the first video ever made"
2869,20 years ago but still comments are new 😅
2870,El primer video de YouTube 😊
2871,This will always be the best vid ever. If  I had a award event with every YouTubers you would be number one
2872,Hola 0:14
2873,Youtube me lo recomendó conocí este video cuando tenía apenas 14 años
2874,Happy for 20 years of YouTube ❤🎉
2875,And to think that he was the first
2876,2025 here? haha
2877,"bro u should make another video and make it ""me at the zoo, again"""
2878,2050 anyone????
2879,"And if youre wondering, hes still alive, he just doesnt post on youtube"
2880,"hey guys anyone here in may 2025
Edit: nobody liked this comment and im not even editing i just put ""edit"" to make it look like an edit"
2881,Never thought I would’ve seen “20 years ago” under a YouTube video
2882,20years ago is insane
2883,"Yoo Jawed, Nice video and the first of YouTube!"
2884,20 years lets go bro!!
2885,What You are Doing Now Because Steve and Chad both leave Google and investing in companies but you only look in one social media which is your own video Can I get the Answer Where are you?
2886,❤❤❤😊
2887,So so so so so so so so so so so so so so so so so so so so so so old 😂
2888,Who is here in 2025
2889,20 YEARS OF YOUTUBE! ❤
2890,No se pero me apareció sin buscarlo
2891,yo jawed 20 years for youtube
2892,Dear YouTube: this video has encouraged you to go up to 20 years of videos your company is rising. It could even be more than Roblox. or even Google!
2893,ALGUIEN 2025😅
2894,Dang it’s been 20 years
2895,I still can't believe this video is older than me by 2 years
2896,❤
2897,El primer video ya tiene 20 años...
2898,my love this man
2899,Soy de latino América y no entiendo nada de lo que hablan estos gringos
2900,20 years
